[info] Migrando 26 tabelas com concorrência=4...
[progress] agencies iniciando
[progress] agencies 0% iniciando
[progress] proposals 89% inserindo (27141/30184)
[progress] proposals 89% inserindo (27142/30184)
[progress] proposals 89% inserindo (27143/30184)
[progress] proposals 89% inserindo (27144/30184)
[progress] proposals 89% inserindo (27145/30184)
[progress] proposals 89% inserindo (27146/30184)
[progress] proposals 89% inserindo (27147/30184)
[progress] proposals 89% inserindo (27148/30184)
[progress] proposals 89% inserindo (27149/30184)
[progress] proposals 89% inserindo (27150/30184)
[progress] proposals 89% inserindo (27151/30184)
[progress] proposals 89% inserindo (27152/30184)
[progress] proposals 89% inserindo (27153/30184)
[progress] proposals 89% inserindo (27154/30184)
[progress] proposals 89% inserindo (27155/30184)
[progress] proposals 89% inserindo (27156/30184)
[progress] proposals 89% inserindo (27157/30184)
[progress] proposals 89% inserindo (27158/30184)
[progress] proposals 89% inserindo (27159/30184)
[progress] proposals 89% inserindo (27160/30184)
[progress] proposals 89% inserindo (27161/30184)
[progress] proposals 89% inserindo (27162/30184)
[progress] proposals 89% inserindo (27163/30184)
[progress] proposals 89% inserindo (27164/30184)
[progress] proposals 90% inserindo (27165/30184)
[progress] proposals 90% inserindo (27166/30184)
[progress] proposals 90% inserindo (27167/30184)
[progress] proposals 90% inserindo (27168/30184)
[progress] proposals 90% inserindo (27169/30184)
[progress] proposals 90% inserindo (27170/30184)
[progress] proposals 90% inserindo (27171/30184)
[progress] proposals 90% inserindo (27172/30184)
[progress] proposals 90% inserindo (27173/30184)
[progress] proposals 90% inserindo (27174/30184)
[progress] proposals 90% inserindo (27175/30184)
[progress] proposals 90% inserindo (27176/30184)
[progress] proposals 90% inserindo (27177/30184)
[progress] proposals 90% inserindo (27178/30184)
[progress] proposals 90% inserindo (27179/30184)
[progress] proposals 90% inserindo (27180/30184)
[progress] proposals 90% inserindo (27181/30184)
[progress] proposals 90% inserindo (27182/30184)
[progress] proposals 90% inserindo (27183/30184)
[progress] proposals 90% inserindo (27184/30184)
[progress] proposals 90% inserindo (27185/30184)
[progress] proposals 90% inserindo (27186/30184)
[progress] proposals 90% inserindo (27187/30184)
[progress] proposals 90% inserindo (27188/30184)
[progress] proposals 90% inserindo (27189/30184)
[progress] proposals 90% inserindo (27190/30184)
[progress] proposals 90% inserindo (27191/30184)
[progress] proposals 90% inserindo (27192/30184)
[progress] proposals 90% inserindo (27193/30184)
[progress] proposals 90% inserindo (27194/30184)
[progress] proposals 90% inserindo (27195/30184)
[progress] proposals 90% inserindo (27196/30184)
[progress] proposals 90% inserindo (27197/30184)
[progress] proposals 90% inserindo (27198/30184)
[progress] proposals 90% inserindo (27199/30184)
[progress] proposals 90% inserindo (27200/30184)
[progress] proposals 90% inserindo (27201/30184)
[progress] proposals 90% inserindo (27202/30184)
[progress] proposals 90% inserindo (27203/30184)
[progress] proposals 90% inserindo (27204/30184)
[progress] proposals 90% inserindo (27205/30184)
[progress] proposals 90% inserindo (27206/30184)
[progress] proposals 90% inserindo (27207/30184)
[progress] proposals 90% inserindo (27208/30184)
[progress] proposals 90% inserindo (27209/30184)
[progress] proposals 90% inserindo (27210/30184)
[progress] proposals 90% inserindo (27211/30184)
[progress] proposals 90% inserindo (27212/30184)
[progress] proposals 90% inserindo (27213/30184)
[progress] proposals 90% inserindo (27214/30184)
[progress] proposals 90% inserindo (27215/30184)
[progress] proposals 90% inserindo (27216/30184)
[progress] proposals 90% inserindo (27217/30184)
[progress] proposals 90% inserindo (27218/30184)
[progress] proposals 90% inserindo (27219/30184)
[progress] proposals 90% inserindo (27220/30184)
[progress] proposals 90% inserindo (27221/30184)
[progress] proposals 90% inserindo (27222/30184)
[progress] proposals 90% inserindo (27223/30184)
[progress] proposals 90% inserindo (27224/30184)
[progress] proposals 90% inserindo (27225/30184)
[progress] proposals 90% inserindo (27226/30184)
[progress] proposals 90% inserindo (27227/30184)
[progress] proposals 90% inserindo (27228/30184)
[progress] proposals 90% inserindo (27229/30184)
[progress] proposals 90% inserindo (27230/30184)
[progress] proposals 90% inserindo (27231/30184)
[progress] proposals 90% inserindo (27232/30184)
[progress] proposals 90% inserindo (27233/30184)
[progress] proposals 90% inserindo (27234/30184)
[progress] proposals 90% inserindo (27235/30184)
[progress] proposals 90% inserindo (27236/30184)
[progress] proposals 90% inserindo (27237/30184)
[progress] proposals 90% inserindo (27238/30184)
[progress] proposals 90% inserindo (27239/30184)
[progress] proposals 90% inserindo (27240/30184)
[progress] proposals 90% inserindo (27241/30184)
[progress] proposals 90% inserindo (27242/30184)
[progress] proposals 90% inserindo (27243/30184)
[progress] proposals 90% inserindo (27244/30184)
[progress] proposals 90% inserindo (27245/30184)
[progress] proposals 90% inserindo (27246/30184)
[progress] proposals 90% inserindo (27247/30184)
[progress] proposals 90% inserindo (27248/30184)
[progress] proposals 90% inserindo (27249/30184)
[progress] proposals 90% inserindo (27250/30184)
[progress] proposals 90% inserindo (27251/30184)
[progress] proposals 90% inserindo (27252/30184)
[progress] proposals 90% inserindo (27253/30184)
[progress] proposals 90% inserindo (27254/30184)
[progress] proposals 90% inserindo (27255/30184)
[progress] proposals 90% inserindo (27256/30184)
[progress] proposals 90% inserindo (27257/30184)
[progress] proposals 90% inserindo (27258/30184)
[progress] proposals 90% inserindo (27259/30184)
[progress] proposals 90% inserindo (27260/30184)
[progress] proposals 90% inserindo (27261/30184)
[progress] proposals 90% inserindo (27262/30184)
[progress] proposals 90% inserindo (27263/30184)
[progress] proposals 90% inserindo (27264/30184)
[progress] proposals 90% inserindo (27265/30184)
[progress] proposals 90% inserindo (27266/30184)
[progress] proposals 90% inserindo (27267/30184)
[progress] proposals 90% inserindo (27268/30184)
[progress] proposals 90% inserindo (27269/30184)
[progress] proposals 90% inserindo (27270/30184)
[progress] proposals 90% inserindo (27271/30184)
[progress] proposals 90% inserindo (27272/30184)
[progress] proposals 90% inserindo (27273/30184)
[progress] proposals 90% inserindo (27274/30184)
[progress] proposals 90% inserindo (27275/30184)
[progress] proposals 90% inserindo (27276/30184)
[progress] proposals 90% inserindo (27277/30184)
[progress] proposals 90% inserindo (27278/30184)
[progress] proposals 90% inserindo (27279/30184)
[progress] proposals 90% inserindo (27280/30184)
[progress] proposals 90% inserindo (27281/30184)
[progress] proposals 90% inserindo (27282/30184)
[progress] proposals 90% inserindo (27283/30184)
[progress] proposals 90% inserindo (27284/30184)
[progress] proposals 90% inserindo (27285/30184)
[progress] proposals 90% inserindo (27286/30184)
[progress] proposals 90% inserindo (27287/30184)
[progress] proposals 90% inserindo (27288/30184)
[progress] proposals 90% inserindo (27289/30184)
[progress] proposals 90% inserindo (27290/30184)
[progress] proposals 90% inserindo (27291/30184)
[progress] proposals 90% inserindo (27292/30184)
[progress] proposals 90% inserindo (27293/30184)
[progress] proposals 90% inserindo (27294/30184)
[progress] proposals 90% inserindo (27295/30184)
[progress] proposals 90% inserindo (27296/30184)
[progress] proposals 90% inserindo (27297/30184)
[progress] proposals 90% inserindo (27298/30184)
[progress] proposals 90% inserindo (27299/30184)
[progress] proposals 90% inserindo (27300/30184)
[progress] proposals 90% inserindo (27301/30184)
[progress] proposals 90% inserindo (27302/30184)
[progress] proposals 90% inserindo (27303/30184)
[progress] proposals 90% inserindo (27304/30184)
[progress] proposals 90% inserindo (27305/30184)
[progress] proposals 90% inserindo (27306/30184)
[progress] proposals 90% inserindo (27307/30184)
[progress] proposals 90% inserindo (27308/30184)
[progress] proposals 90% inserindo (27309/30184)
[progress] proposals 90% inserindo (27310/30184)
[progress] proposals 90% inserindo (27311/30184)
[progress] proposals 90% inserindo (27312/30184)
[progress] proposals 90% inserindo (27313/30184)
[progress] proposals 90% inserindo (27314/30184)
[progress] proposals 90% inserindo (27315/30184)
[progress] proposals 90% inserindo (27316/30184)
[progress] proposals 90% inserindo (27317/30184)
[progress] proposals 90% inserindo (27318/30184)
[progress] proposals 90% inserindo (27319/30184)
[progress] proposals 90% inserindo (27320/30184)
[progress] proposals 90% inserindo (27321/30184)
[progress] proposals 90% inserindo (27322/30184)
[progress] proposals 90% inserindo (27323/30184)
[progress] proposals 90% inserindo (27324/30184)
[progress] proposals 90% inserindo (27325/30184)
[progress] proposals 90% inserindo (27326/30184)
[progress] proposals 90% inserindo (27327/30184)
[progress] proposals 90% inserindo (27328/30184)
[progress] proposals 90% inserindo (27329/30184)
[progress] proposals 90% inserindo (27330/30184)
[progress] proposals 90% inserindo (27331/30184)
[progress] proposals 90% inserindo (27332/30184)
[progress] proposals 90% inserindo (27333/30184)
[progress] proposals 90% inserindo (27334/30184)
[progress] proposals 90% inserindo (27335/30184)
[progress] proposals 90% inserindo (27336/30184)
[progress] proposals 90% inserindo (27337/30184)
[progress] proposals 90% inserindo (27338/30184)
[progress] proposals 90% inserindo (27339/30184)
[progress] proposals 90% inserindo (27340/30184)
[progress] proposals 90% inserindo (27341/30184)
[progress] proposals 90% inserindo (27342/30184)
[progress] proposals 90% inserindo (27343/30184)
[progress] proposals 90% inserindo (27344/30184)
[progress] proposals 90% inserindo (27345/30184)
[progress] proposals 90% inserindo (27346/30184)
[progress] proposals 90% inserindo (27347/30184)
[progress] proposals 90% inserindo (27348/30184)
[progress] proposals 90% inserindo (27349/30184)
[progress] proposals 90% inserindo (27350/30184)
[progress] proposals 90% inserindo (27351/30184)
[progress] proposals 90% inserindo (27352/30184)
[progress] proposals 90% inserindo (27353/30184)
[progress] proposals 90% inserindo (27354/30184)
[progress] proposals 90% inserindo (27355/30184)
[progress] proposals 90% inserindo (27356/30184)
[progress] proposals 90% inserindo (27357/30184)
[progress] proposals 90% inserindo (27358/30184)
[progress] proposals 90% inserindo (27359/30184)
[progress] proposals 90% inserindo (27360/30184)
[progress] proposals 90% inserindo (27361/30184)
[progress] proposals 90% inserindo (27362/30184)
[progress] proposals 90% inserindo (27363/30184)
[progress] proposals 90% inserindo (27364/30184)
[progress] proposals 90% inserindo (27365/30184)
[progress] proposals 90% inserindo (27366/30184)
[progress] proposals 90% inserindo (27367/30184)
[progress] proposals 90% inserindo (27368/30184)
[progress] proposals 90% inserindo (27369/30184)
[progress] proposals 90% inserindo (27370/30184)
[progress] proposals 90% inserindo (27371/30184)
[progress] proposals 90% inserindo (27372/30184)
[progress] proposals 90% inserindo (27373/30184)
[progress] proposals 90% inserindo (27374/30184)
[progress] proposals 90% inserindo (27375/30184)
[progress] proposals 90% inserindo (27376/30184)
[progress] proposals 90% inserindo (27377/30184)
[progress] proposals 90% inserindo (27378/30184)
[progress] proposals 90% inserindo (27379/30184)
[progress] proposals 90% inserindo (27380/30184)
[progress] proposals 90% inserindo (27381/30184)
[progress] proposals 90% inserindo (27382/30184)
[progress] proposals 90% inserindo (27383/30184)
[progress] proposals 90% inserindo (27384/30184)
[progress] proposals 90% inserindo (27385/30184)
[progress] proposals 90% inserindo (27386/30184)
[progress] proposals 90% inserindo (27387/30184)
[progress] proposals 90% inserindo (27388/30184)
[progress] proposals 90% inserindo (27389/30184)
[progress] proposals 90% inserindo (27390/30184)
[progress] proposals 90% inserindo (27391/30184)
[progress] proposals 90% inserindo (27392/30184)
[progress] proposals 90% inserindo (27393/30184)
[progress] proposals 90% inserindo (27394/30184)
[progress] proposals 90% inserindo (27395/30184)
[progress] proposals 90% inserindo (27396/30184)
[progress] proposals 90% inserindo (27397/30184)
[progress] proposals 90% inserindo (27398/30184)
[progress] proposals 90% inserindo (27399/30184)
[progress] proposals 90% inserindo (27400/30184)
[progress] proposals 90% inserindo (27401/30184)
[progress] proposals 90% inserindo (27402/30184)
[progress] proposals 90% inserindo (27403/30184)
[progress] proposals 90% inserindo (27404/30184)
[progress] proposals 90% inserindo (27405/30184)
[progress] proposals 90% inserindo (27406/30184)
[progress] proposals 90% inserindo (27407/30184)
[progress] proposals 90% inserindo (27408/30184)
[progress] proposals 90% inserindo (27409/30184)
[progress] proposals 90% inserindo (27410/30184)
[progress] proposals 90% inserindo (27411/30184)
[progress] proposals 90% inserindo (27412/30184)
[progress] proposals 90% inserindo (27413/30184)
[progress] proposals 90% inserindo (27414/30184)
[progress] proposals 90% inserindo (27415/30184)
[progress] proposals 90% inserindo (27416/30184)
[progress] proposals 90% inserindo (27417/30184)
[progress] proposals 90% inserindo (27418/30184)
[progress] proposals 90% inserindo (27419/30184)
[progress] proposals 90% inserindo (27420/30184)
[progress] proposals 90% inserindo (27421/30184)
[progress] proposals 90% inserindo (27422/30184)
[progress] proposals 90% inserindo (27423/30184)
[progress] proposals 90% inserindo (27424/30184)
[progress] proposals 90% inserindo (27425/30184)
[progress] proposals 90% inserindo (27426/30184)
[progress] proposals 90% inserindo (27427/30184)
[progress] proposals 90% inserindo (27428/30184)
[progress] proposals 90% inserindo (27429/30184)
[progress] proposals 90% inserindo (27430/30184)
[progress] proposals 90% inserindo (27431/30184)
[progress] proposals 90% inserindo (27432/30184)
[progress] proposals 90% inserindo (27433/30184)
[progress] proposals 90% inserindo (27434/30184)
[progress] proposals 90% inserindo (27435/30184)
[progress] proposals 90% inserindo (27436/30184)
[progress] proposals 90% inserindo (27437/30184)
[progress] proposals 90% inserindo (27438/30184)
[progress] proposals 90% inserindo (27439/30184)
[progress] proposals 90% inserindo (27440/30184)
[progress] proposals 90% inserindo (27441/30184)
[progress] proposals 90% inserindo (27442/30184)
[progress] proposals 90% inserindo (27443/30184)
[progress] proposals 90% inserindo (27444/30184)
[progress] proposals 90% inserindo (27445/30184)
[progress] proposals 90% inserindo (27446/30184)
[progress] proposals 90% inserindo (27447/30184)
[progress] proposals 90% inserindo (27448/30184)
[progress] proposals 90% inserindo (27449/30184)
[progress] proposals 90% inserindo (27450/30184)
[progress] proposals 90% inserindo (27451/30184)
[progress] proposals 90% inserindo (27452/30184)
[progress] proposals 90% inserindo (27453/30184)
[progress] proposals 90% inserindo (27454/30184)
[progress] proposals 90% inserindo (27455/30184)
[progress] proposals 90% inserindo (27456/30184)
[progress] proposals 90% inserindo (27457/30184)
[progress] proposals 90% inserindo (27458/30184)
[progress] proposals 90% inserindo (27459/30184)
[progress] proposals 90% inserindo (27460/30184)
[progress] proposals 90% inserindo (27461/30184)
[progress] proposals 90% inserindo (27462/30184)
[progress] proposals 90% inserindo (27463/30184)
[progress] proposals 90% inserindo (27464/30184)
[progress] proposals 90% inserindo (27465/30184)
[progress] proposals 90% inserindo (27466/30184)
[progress] proposals 91% inserindo (27467/30184)
[progress] proposals 91% inserindo (27468/30184)
[progress] proposals 91% inserindo (27469/30184)
[progress] proposals 91% inserindo (27470/30184)
[progress] proposals 91% inserindo (27471/30184)
[progress] proposals 91% inserindo (27472/30184)
[progress] proposals 91% inserindo (27473/30184)
[progress] proposals 91% inserindo (27474/30184)
[progress] proposals 91% inserindo (27475/30184)
[progress] proposals 91% inserindo (27476/30184)
[progress] proposals 91% inserindo (27477/30184)
[progress] proposals 91% inserindo (27478/30184)
[progress] proposals 91% inserindo (27479/30184)
[progress] proposals 91% inserindo (27480/30184)
[progress] proposals 91% inserindo (27481/30184)
[progress] proposals 91% inserindo (27482/30184)
[progress] proposals 91% inserindo (27483/30184)
[progress] proposals 91% inserindo (27484/30184)
[progress] proposals 91% inserindo (27485/30184)
[progress] proposals 91% inserindo (27486/30184)
[progress] proposals 91% inserindo (27487/30184)
[progress] proposals 91% inserindo (27488/30184)
[progress] proposals 91% inserindo (27489/30184)
[progress] proposals 91% inserindo (27490/30184)
[progress] proposals 91% inserindo (27491/30184)
[progress] proposals 91% inserindo (27492/30184)
[progress] proposals 91% inserindo (27493/30184)
[progress] proposals 91% inserindo (27494/30184)
[progress] proposals 91% inserindo (27495/30184)
[progress] proposals 91% inserindo (27496/30184)
[progress] proposals 91% inserindo (27497/30184)
[progress] proposals 91% inserindo (27498/30184)
[progress] proposals 91% inserindo (27499/30184)
[progress] proposals 91% inserindo (27500/30184)
[progress] proposals 91% inserindo (27501/30184)
[progress] proposals 91% inserindo (27502/30184)
[progress] proposals 91% inserindo (27503/30184)
[progress] proposals 91% inserindo (27504/30184)
[progress] proposals 91% inserindo (27505/30184)
[progress] proposals 91% inserindo (27506/30184)
[progress] proposals 91% inserindo (27507/30184)
[progress] proposals 91% inserindo (27508/30184)
[progress] proposals 91% inserindo (27509/30184)
[progress] proposals 91% inserindo (27510/30184)
[progress] proposals 91% inserindo (27511/30184)
[progress] proposals 91% inserindo (27512/30184)
[progress] proposals 91% inserindo (27513/30184)
[progress] proposals 91% inserindo (27514/30184)
[progress] proposals 91% inserindo (27515/30184)
[progress] proposals 91% inserindo (27516/30184)
[progress] proposals 91% inserindo (27517/30184)
[progress] proposals 91% inserindo (27518/30184)
[progress] proposals 91% inserindo (27519/30184)
[progress] proposals 91% inserindo (27520/30184)
[progress] proposals 91% inserindo (27521/30184)
[progress] proposals 91% inserindo (27522/30184)
[progress] proposals 91% inserindo (27523/30184)
[progress] proposals 91% inserindo (27524/30184)
[progress] proposals 91% inserindo (27525/30184)
[progress] proposals 91% inserindo (27526/30184)
[progress] proposals 91% inserindo (27527/30184)
[progress] proposals 91% inserindo (27528/30184)
[progress] proposals 91% inserindo (27529/30184)
[progress] proposals 91% inserindo (27530/30184)
[progress] proposals 91% inserindo (27531/30184)
[progress] proposals 91% inserindo (27532/30184)
[progress] proposals 91% inserindo (27533/30184)
[progress] proposals 91% inserindo (27534/30184)
[progress] proposals 91% inserindo (27535/30184)
[progress] proposals 91% inserindo (27536/30184)
[progress] proposals 91% inserindo (27537/30184)
[progress] proposals 91% inserindo (27538/30184)
[progress] proposals 91% inserindo (27539/30184)
[progress] proposals 91% inserindo (27540/30184)
[progress] proposals 91% inserindo (27541/30184)
[progress] proposals 91% inserindo (27542/30184)
[progress] proposals 91% inserindo (27543/30184)
[progress] proposals 91% inserindo (27544/30184)
[progress] proposals 91% inserindo (27545/30184)
[progress] proposals 91% inserindo (27546/30184)
[progress] proposals 91% inserindo (27547/30184)
[progress] proposals 91% inserindo (27548/30184)
[progress] proposals 91% inserindo (27549/30184)
[progress] proposals 91% inserindo (27550/30184)
[progress] proposals 91% inserindo (27551/30184)
[progress] proposals 91% inserindo (27552/30184)
[progress] proposals 91% inserindo (27553/30184)
[progress] proposals 91% inserindo (27554/30184)
[progress] proposals 91% inserindo (27555/30184)
[progress] proposals 91% inserindo (27556/30184)
[progress] proposals 91% inserindo (27557/30184)
[progress] proposals 91% inserindo (27558/30184)
[progress] proposals 91% inserindo (27559/30184)
[progress] proposals 91% inserindo (27560/30184)
[progress] proposals 91% inserindo (27561/30184)
[progress] proposals 91% inserindo (27562/30184)
[progress] proposals 91% inserindo (27563/30184)
[progress] proposals 91% inserindo (27564/30184)
[progress] proposals 91% inserindo (27565/30184)
[progress] proposals 91% inserindo (27566/30184)
[progress] proposals 91% inserindo (27567/30184)
[progress] proposals 91% inserindo (27568/30184)
[progress] proposals 91% inserindo (27569/30184)
[progress] proposals 91% inserindo (27570/30184)
[progress] proposals 91% inserindo (27571/30184)
[progress] proposals 91% inserindo (27572/30184)
[progress] proposals 91% inserindo (27573/30184)
[progress] proposals 91% inserindo (27574/30184)
[progress] proposals 91% inserindo (27575/30184)
[progress] proposals 91% inserindo (27576/30184)
[progress] proposals 91% inserindo (27577/30184)
[progress] proposals 91% inserindo (27578/30184)
[progress] proposals 91% inserindo (27579/30184)
[progress] proposals 91% inserindo (27580/30184)
[progress] proposals 91% inserindo (27581/30184)
[progress] proposals 91% inserindo (27582/30184)
[progress] proposals 91% inserindo (27583/30184)
[progress] proposals 91% inserindo (27584/30184)
[progress] proposals 91% inserindo (27585/30184)
[progress] proposals 91% inserindo (27586/30184)
[progress] proposals 91% inserindo (27587/30184)
[progress] proposals 91% inserindo (27588/30184)
[progress] proposals 91% inserindo (27589/30184)
[progress] proposals 91% inserindo (27590/30184)
[progress] proposals 91% inserindo (27591/30184)
[progress] proposals 91% inserindo (27592/30184)
[progress] proposals 91% inserindo (27593/30184)
[progress] proposals 91% inserindo (27594/30184)
[progress] proposals 91% inserindo (27595/30184)
[progress] proposals 91% inserindo (27596/30184)
[progress] proposals 91% inserindo (27597/30184)
[progress] proposals 91% inserindo (27598/30184)
[progress] proposals 91% inserindo (27599/30184)
[progress] proposals 91% inserindo (27600/30184)
[progress] proposals 91% inserindo (27601/30184)
[progress] proposals 91% inserindo (27602/30184)
[progress] proposals 91% inserindo (27603/30184)
[progress] proposals 91% inserindo (27604/30184)
[progress] proposals 91% inserindo (27605/30184)
[progress] proposals 91% inserindo (27606/30184)
[progress] proposals 91% inserindo (27607/30184)
[progress] proposals 91% inserindo (27608/30184)
[progress] proposals 91% inserindo (27609/30184)
[progress] proposals 91% inserindo (27610/30184)
[progress] proposals 91% inserindo (27611/30184)
[progress] proposals 91% inserindo (27612/30184)
[progress] proposals 91% inserindo (27613/30184)
[progress] proposals 91% inserindo (27614/30184)
[progress] proposals 91% inserindo (27615/30184)
[progress] proposals 91% inserindo (27616/30184)
[progress] proposals 91% inserindo (27617/30184)
[progress] proposals 91% inserindo (27618/30184)
[progress] proposals 91% inserindo (27619/30184)
[progress] proposals 91% inserindo (27620/30184)
[progress] proposals 91% inserindo (27621/30184)
[progress] proposals 91% inserindo (27622/30184)
[progress] proposals 91% inserindo (27623/30184)
[progress] proposals 91% inserindo (27624/30184)
[progress] proposals 91% inserindo (27625/30184)
[progress] proposals 91% inserindo (27626/30184)
[progress] proposals 91% inserindo (27627/30184)
[progress] proposals 91% inserindo (27628/30184)
[progress] proposals 91% inserindo (27629/30184)
[progress] proposals 91% inserindo (27630/30184)
[progress] proposals 91% inserindo (27631/30184)
[progress] proposals 91% inserindo (27632/30184)
[progress] proposals 91% inserindo (27633/30184)
[progress] proposals 91% inserindo (27634/30184)
[progress] proposals 91% inserindo (27635/30184)
[progress] proposals 91% inserindo (27636/30184)
[progress] proposals 91% inserindo (27637/30184)
[progress] proposals 91% inserindo (27638/30184)
[progress] proposals 91% inserindo (27639/30184)
[progress] proposals 91% inserindo (27640/30184)
[progress] proposals 91% inserindo (27641/30184)
[progress] proposals 91% inserindo (27642/30184)
[progress] proposals 91% inserindo (27643/30184)
[progress] proposals 91% inserindo (27644/30184)
[progress] proposals 91% inserindo (27645/30184)
[progress] proposals 91% inserindo (27646/30184)
[progress] proposals 91% inserindo (27647/30184)
[progress] proposals 91% inserindo (27648/30184)
[progress] proposals 91% inserindo (27649/30184)
[progress] proposals 91% inserindo (27650/30184)
[progress] proposals 91% inserindo (27651/30184)
[progress] proposals 91% inserindo (27652/30184)
[progress] proposals 91% inserindo (27653/30184)
[progress] proposals 91% inserindo (27654/30184)
[progress] proposals 91% inserindo (27655/30184)
[progress] proposals 91% inserindo (27656/30184)
[progress] proposals 91% inserindo (27657/30184)
[progress] proposals 91% inserindo (27658/30184)
[progress] proposals 91% inserindo (27659/30184)
[progress] proposals 91% inserindo (27660/30184)
[progress] proposals 91% inserindo (27661/30184)
[progress] proposals 91% inserindo (27662/30184)
[progress] proposals 91% inserindo (27663/30184)
[progress] proposals 91% inserindo (27664/30184)
[progress] proposals 91% inserindo (27665/30184)
[progress] proposals 91% inserindo (27666/30184)
[progress] proposals 91% inserindo (27667/30184)
[progress] proposals 91% inserindo (27668/30184)
[progress] proposals 91% inserindo (27669/30184)
[progress] proposals 91% inserindo (27670/30184)
[progress] proposals 91% inserindo (27671/30184)
[progress] proposals 91% inserindo (27672/30184)
[progress] proposals 91% inserindo (27673/30184)
[progress] proposals 91% inserindo (27674/30184)
[progress] proposals 91% inserindo (27675/30184)
[progress] proposals 91% inserindo (27676/30184)
[progress] proposals 91% inserindo (27677/30184)
[progress] proposals 91% inserindo (27678/30184)
[progress] proposals 91% inserindo (27679/30184)
[progress] proposals 91% inserindo (27680/30184)
[progress] proposals 91% inserindo (27681/30184)
[progress] proposals 91% inserindo (27682/30184)
[progress] proposals 91% inserindo (27683/30184)
[progress] proposals 91% inserindo (27684/30184)
[progress] proposals 91% inserindo (27685/30184)
[progress] proposals 91% inserindo (27686/30184)
[progress] proposals 91% inserindo (27687/30184)
[progress] proposals 91% inserindo (27688/30184)
[progress] proposals 91% inserindo (27689/30184)
[progress] proposals 91% inserindo (27690/30184)
[progress] proposals 91% inserindo (27691/30184)
[progress] proposals 91% inserindo (27692/30184)
[progress] proposals 91% inserindo (27693/30184)
[progress] proposals 91% inserindo (27694/30184)
[progress] proposals 91% inserindo (27695/30184)
[progress] proposals 91% inserindo (27696/30184)
[progress] proposals 91% inserindo (27697/30184)
[progress] proposals 91% inserindo (27698/30184)
[progress] proposals 91% inserindo (27699/30184)
[progress] proposals 91% inserindo (27700/30184)
[progress] proposals 91% inserindo (27701/30184)
[progress] proposals 91% inserindo (27702/30184)
[progress] proposals 91% inserindo (27703/30184)
[progress] proposals 91% inserindo (27704/30184)
[progress] proposals 91% inserindo (27705/30184)
[progress] proposals 91% inserindo (27706/30184)
[progress] proposals 91% inserindo (27707/30184)
[progress] proposals 91% inserindo (27708/30184)
[progress] proposals 91% inserindo (27709/30184)
[progress] proposals 91% inserindo (27710/30184)
[progress] proposals 91% inserindo (27711/30184)
[progress] proposals 91% inserindo (27712/30184)
[progress] proposals 91% inserindo (27713/30184)
[progress] proposals 91% inserindo (27714/30184)
[progress] proposals 91% inserindo (27715/30184)
[progress] proposals 91% inserindo (27716/30184)
[progress] proposals 91% inserindo (27717/30184)
[progress] proposals 91% inserindo (27718/30184)
[progress] proposals 91% inserindo (27719/30184)
[progress] proposals 91% inserindo (27720/30184)
[progress] proposals 91% inserindo (27721/30184)
[progress] proposals 91% inserindo (27722/30184)
[progress] proposals 91% inserindo (27723/30184)
[progress] proposals 91% inserindo (27724/30184)
[progress] proposals 91% inserindo (27725/30184)
[progress] proposals 91% inserindo (27726/30184)
[progress] proposals 91% inserindo (27727/30184)
[progress] proposals 91% inserindo (27728/30184)
[progress] proposals 91% inserindo (27729/30184)
[progress] proposals 91% inserindo (27730/30184)
[progress] proposals 91% inserindo (27731/30184)
[progress] proposals 91% inserindo (27732/30184)
[progress] proposals 91% inserindo (27733/30184)
[progress] proposals 91% inserindo (27734/30184)
[progress] proposals 91% inserindo (27735/30184)
[progress] proposals 91% inserindo (27736/30184)
[progress] proposals 91% inserindo (27737/30184)
[progress] proposals 91% inserindo (27738/30184)
[progress] proposals 91% inserindo (27739/30184)
[progress] proposals 91% inserindo (27740/30184)
[progress] proposals 91% inserindo (27741/30184)
[progress] proposals 91% inserindo (27742/30184)
[progress] proposals 91% inserindo (27743/30184)
[progress] proposals 91% inserindo (27744/30184)
[progress] proposals 91% inserindo (27745/30184)
[progress] proposals 91% inserindo (27746/30184)
[progress] proposals 91% inserindo (27747/30184)
[progress] proposals 91% inserindo (27748/30184)
[progress] proposals 91% inserindo (27749/30184)
[progress] proposals 91% inserindo (27750/30184)
[progress] proposals 91% inserindo (27751/30184)
[progress] proposals 91% inserindo (27752/30184)
[progress] proposals 91% inserindo (27753/30184)
[progress] proposals 91% inserindo (27754/30184)
[progress] proposals 91% inserindo (27755/30184)
[progress] proposals 91% inserindo (27756/30184)
[progress] proposals 91% inserindo (27757/30184)
[progress] proposals 91% inserindo (27758/30184)
[progress] proposals 91% inserindo (27759/30184)
[progress] proposals 91% inserindo (27760/30184)
[progress] proposals 91% inserindo (27761/30184)
[progress] proposals 91% inserindo (27762/30184)
[progress] proposals 91% inserindo (27763/30184)
[progress] proposals 91% inserindo (27764/30184)
[progress] proposals 91% inserindo (27765/30184)
[progress] proposals 91% inserindo (27766/30184)
[progress] proposals 91% inserindo (27767/30184)
[progress] proposals 91% inserindo (27768/30184)
[progress] proposals 92% inserindo (27769/30184)
[progress] proposals 92% inserindo (27770/30184)
[progress] proposals 92% inserindo (27771/30184)
[progress] proposals 92% inserindo (27772/30184)
[progress] proposals 92% inserindo (27773/30184)
[progress] proposals 92% inserindo (27774/30184)
